YEAR,MO,DY,HR,WS50M,WD50M
2008,1,26,20,8.45,93.2
2008,1,26,21,8.34,94.3
2008,1,26,22,7.78,96.3
2008,1,26,23,7.13,97.8
2008,1,27,0,6.64,98.7
2008,1,27,1,6.52,98.8
2008,1,27,2,6.26,99.8
2008,1,27,3,6.11,101.6
2008,1,27,4,5.89,103.5
2008,1,27,5,5.5,105.0
2008,1,27,6,5.27,104.7
2008,1,27,7,6.11,102.3
2008,1,27,8,6.1,101.8
2008,1,27,9,5.79,102.8
2008,1,27,10,5.5,103.1
2008,1,27,11,5.18,101.7
2008,1,27,12,5.02,99.6
2008,1,27,13,5.05,97.2
2008,1,27,14,5.33,94.0
2008,1,27,15,5.93,92.4
2008,1,27,16,6.67,90.8
2008,1,27,17,7.6,89.2
2008,1,27,18,8.18,88.5
2008,1,27,19,8.09,89.2
2008,1,27,20,7.98,91.7
2008,1,27,21,7.72,95.6
2008,1,27,22,7.21,100.1
2008,1,27,23,6.63,104.2
2008,1,28,0,6.32,107.9
2008,1,28,1,6.42,111.2
2008,1,28,2,6.09,114.5
2008,1,28,3,5.57,117.0
2008,1,28,4,5.04,119.5
2008,1,28,5,4.77,120.2
2008,1,28,6,4.69,119.1
2008,1,28,7,5.78,112.7
2008,1,28,8,5.8,109.1
2008,1,28,9,5.43,107.4
2008,1,28,10,4.94,107.1
2008,1,28,11,4.42,107.9
2008,1,28,12,4.04,108.8
2008,1,28,13,3.94,108.8
2008,1,28,14,4.05,107.2
2008,1,28,15,4.44,105.1
2008,1,28,16,5.21,103.3
2008,1,28,17,6.18,100.9
2008,1,28,18,7.02,97.9
2008,1,28,19,7.44,95.5
2008,1,28,20,7.62,95.3
2008,1,28,21,7.6,97.2
2008,1,28,22,7.12,100.5
2008,1,28,23,6.54,104.6
2008,1,29,0,6.0,109.4
2008,1,29,1,5.64,114.7
2008,1,29,2,5.41,118.5
2008,1,29,3,5.37,120.3
2008,1,29,4,5.43,120.8
2008,1,29,5,5.35,121.3
2008,1,29,6,5.5,120.9
2008,1,29,7,6.65,118.9
2008,1,29,8,6.88,115.7
2008,1,29,9,6.69,113.2
2008,1,29,10,6.35,111.9
2008,1,29,11,6.0,110.7
2008,1,29,12,5.7,109.4
2008,1,29,13,5.47,107.2
2008,1,29,14,5.45,103.8
2008,1,29,15,5.82,100.4
2008,1,29,16,6.63,97.2
2008,1,29,17,7.6,94.6
2008,1,29,18,8.22,93.1
2008,1,29,19,8.43,92.8
2008,1,29,20,8.16,93.9
2008,1,29,21,7.73,95.8
2008,1,29,22,7.21,98.1
2008,1,29,23,6.88,100.0
2008,1,30,0,6.4,101.5
2008,1,30,1,5.85,102.2
2008,1,30,2,5.77,102.4
2008,1,30,3,5.82,102.6
2008,1,30,4,5.65,103.7
2008,1,30,5,5.47,105.0
2008,1,30,6,5.25,105.5
2008,1,30,7,6.79,102.4
2008,1,30,8,7.15,100.1
2008,1,30,9,6.75,99.4
2008,1,30,10,6.16,98.2
2008,1,30,11,5.7,95.5
2008,1,30,12,5.42,90.8
2008,1,30,13,5.49,84.5
2008,1,30,14,5.74,78.4
2008,1,30,15,6.15,74.0
2008,1,30,16,6.64,70.6
2008,1,30,17,7.15,68.9
2008,1,30,18,6.99,69.2
2008,1,30,19,6.72,71.8
2008,1,30,20,7.15,75.4
2008,1,30,21,7.29,80.2
2008,1,30,22,6.94,89.2
2008,1,30,23,6.48,94.1
2008,1,31,0,6.0,96.5
2008,1,31,1,4.99,96.8
2008,1,31,2,4.25,91.1
2008,1,31,3,4.07,83.1
2008,1,31,4,4.37,79.5
2008,1,31,5,4.65,79.2
2008,1,31,6,4.59,78.7
2008,1,31,7,5.9,75.2
2008,1,31,8,6.63,73.3
2008,1,31,9,6.63,72.4
2008,1,31,10,6.43,70.2
2008,1,31,11,6.19,67.2
2008,1,31,12,6.0,65.2
2008,1,31,13,6.0,64.4
2008,1,31,14,6.18,63.6
2008,1,31,15,6.48,62.9
2008,1,31,16,7.11,61.1
2008,1,31,17,7.89,59.7
2008,1,31,18,8.0,59.3
2008,1,31,19,7.77,59.4
2008,1,31,20,8.1,57.3
2008,1,31,21,7.75,55.4
2008,1,31,22,7.0,54.7
2008,1,31,23,6.58,52.8
2008,2,1,0,6.45,51.0
2008,2,1,1,5.86,49.2
2008,2,1,2,4.73,39.9
2008,2,1,3,4.56,36.4
2008,2,1,4,4.25,37.2
2008,2,1,5,4.41,41.3
2008,2,1,6,4.09,49.6
2008,2,1,7,4.66,54.0
2008,2,1,8,4.59,56.7
2008,2,1,9,4.87,60.9
2008,2,1,10,5.8,64.6
2008,2,1,11,6.87,66.5
2008,2,1,12,7.68,67.2
2008,2,1,13,7.73,66.9
2008,2,1,14,7.06,64.8
2008,2,1,15,6.33,60.8
2008,2,1,16,6.1,58.0
2008,2,1,17,6.39,58.8
2008,2,1,18,7.25,64.0
2008,2,1,19,8.1,67.5
2008,2,1,20,7.72,68.6
2008,2,1,21,6.69,69.8
2008,2,1,22,5.73,72.3
2008,2,1,23,5.02,74.9
2008,2,2,0,4.5,76.9
2008,2,2,1,4.21,78.5
2008,2,2,2,4.38,77.7
2008,2,2,3,4.45,77.4
2008,2,2,4,4.62,77.6
2008,2,2,5,4.93,76.5
2008,2,2,6,5.07,76.1
2008,2,2,7,6.06,77.1
2008,2,2,8,6.0,78.4
2008,2,2,9,5.71,78.5
2008,2,2,10,5.52,77.7
2008,2,2,11,5.56,77.0
2008,2,2,12,5.72,77.7
2008,2,2,13,5.89,79.3
2008,2,2,14,6.1,81.0
2008,2,2,15,6.42,82.9
2008,2,2,16,6.84,84.1
2008,2,2,17,7.42,84.7
2008,2,2,18,8.33,85.3
2008,2,2,19,9.17,85.8
2008,2,2,20,8.28,86.9
2008,2,2,21,7.37,89.2
2008,2,2,22,6.75,92.4
2008,2,2,23,6.39,95.1
2008,2,3,0,6.19,97.6
2008,2,3,1,6.06,100.2
2008,2,3,2,5.9,103.4
2008,2,3,3,5.75,107.4
2008,2,3,4,5.63,110.5
2008,2,3,5,5.7,111.4
2008,2,3,6,5.89,110.9
2008,2,3,7,7.14,106.9
2008,2,3,8,7.44,106.4
2008,2,3,9,6.92,106.8
2008,2,3,10,6.56,105.4
2008,2,3,11,6.45,102.2
2008,2,3,12,6.61,98.8
2008,2,3,13,7.04,97.5
2008,2,3,14,7.53,98.1
2008,2,3,15,8.05,98.6
2008,2,3,16,8.49,98.1
2008,2,3,17,8.81,96.3
2008,2,3,18,8.71,93.2
2008,2,3,19,8.08,90.0
2008,2,3,20,7.38,87.9
2008,2,3,21,6.99,86.8
2008,2,3,22,6.61,87.5
2008,2,3,23,6.46,88.8
2008,2,4,0,6.35,90.3
2008,2,4,1,6.06,93.6
2008,2,4,2,5.74,99.0
2008,2,4,3,5.6,104.4
2008,2,4,4,5.51,108.5
2008,2,4,5,5.5,110.9
2008,2,4,6,5.68,110.7
2008,2,4,7,7.07,106.0
2008,2,4,8,7.32,105.4
2008,2,4,9,7.34,107.0
2008,2,4,10,7.5,108.6
2008,2,4,11,7.8,109.4
2008,2,4,12,8.21,109.1
2008,2,4,13,8.57,108.2
2008,2,4,14,8.91,107.2
2008,2,4,15,9.28,106.3
2008,2,4,16,9.56,105.3
2008,2,4,17,9.68,104.4
2008,2,4,18,9.22,102.7
2008,2,4,19,8.14,100.3
2008,2,4,20,7.57,99.3
2008,2,4,21,7.27,99.8
2008,2,4,22,7.01,101.8
2008,2,4,23,6.68,104.7
2008,2,5,0,6.29,108.3
2008,2,5,1,6.28,110.7
2008,2,5,2,6.28,112.2
2008,2,5,3,6.3,113.1
2008,2,5,4,6.29,113.6
2008,2,5,5,6.18,114.1
2008,2,5,6,6.03,113.9
2008,2,5,7,7.6,109.5
2008,2,5,8,8.09,107.3
2008,2,5,9,7.9,105.6
2008,2,5,10,7.85,103.8
2008,2,5,11,7.92,102.8
2008,2,5,12,8.09,102.6
2008,2,5,13,8.31,103.4
2008,2,5,14,8.53,104.7
2008,2,5,15,8.76,105.4
2008,2,5,16,8.97,105.3
2008,2,5,17,9.12,104.2
2008,2,5,18,8.89,101.3
2008,2,5,19,8.2,98.3
2008,2,5,20,7.66,97.6
2008,2,5,21,7.26,98.2
2008,2,5,22,6.84,100.6
2008,2,5,23,6.58,104.4
2008,2,6,0,6.21,108.8
2008,2,6,1,5.81,113.7
2008,2,6,2,5.55,118.9
2008,2,6,3,5.46,123.1
2008,2,6,4,5.45,126.1
2008,2,6,5,5.56,127.8
2008,2,6,6,5.73,127.8
2008,2,6,7,7.63,120.1
2008,2,6,8,8.05,116.8
2008,2,6,9,7.75,114.2
2008,2,6,10,7.49,111.1
2008,2,6,11,7.29,107.6
2008,2,6,12,7.13,103.7
2008,2,6,13,7.05,101.0
2008,2,6,14,7.07,99.6
2008,2,6,15,7.19,98.8
2008,2,6,16,7.42,98.2
2008,2,6,17,7.8,97.5
2008,2,6,18,8.39,96.0
2008,2,6,19,8.48,94.3
2008,2,6,20,8.06,94.2
2008,2,6,21,7.67,95.8
2008,2,6,22,7.18,99.0
2008,2,6,23,6.88,103.4
2008,2,7,0,6.47,108.2
2008,2,7,1,6.46,111.6
2008,2,7,2,6.23,114.7
2008,2,7,3,6.02,117.5
2008,2,7,4,5.96,119.0
2008,2,7,5,5.84,119.8
2008,2,7,6,5.57,120.2
2008,2,7,7,6.69,116.1
2008,2,7,8,6.79,111.2
2008,2,7,9,6.37,106.2
2008,2,7,10,5.95,102.1
2008,2,7,11,5.61,98.8
2008,2,7,12,5.44,96.0
2008,2,7,13,5.52,94.0
2008,2,7,14,5.79,93.0
2008,2,7,15,6.22,92.9
2008,2,7,16,6.8,92.1
2008,2,7,17,7.52,91.4
2008,2,7,18,8.32,91.2
2008,2,7,19,8.5,92.0
2008,2,7,20,8.46,94.5
2008,2,7,21,8.06,98.4
2008,2,7,22,7.74,103.2
2008,2,7,23,7.27,107.7
2008,2,8,0,6.68,111.7
2008,2,8,1,6.33,114.5
2008,2,8,2,5.88,116.8
2008,2,8,3,5.86,118.5
2008,2,8,4,5.82,120.7
2008,2,8,5,5.84,122.8
2008,2,8,6,5.82,123.4
2008,2,8,7,6.51,122.7
2008,2,8,8,6.48,120.9
2008,2,8,9,6.15,118.6
2008,2,8,10,5.73,117.2
2008,2,8,11,5.38,116.5
2008,2,8,12,5.2,115.4
2008,2,8,13,5.13,113.8
2008,2,8,14,5.15,112.1
2008,2,8,15,5.44,110.2
2008,2,8,16,6.01,106.7
2008,2,8,17,6.98,102.1
2008,2,8,18,8.04,96.6
2008,2,8,19,8.5,92.5
2008,2,8,20,8.99,94.0
2008,2,8,21,8.91,97.3
2008,2,8,22,8.04,101.5
2008,2,8,23,7.45,105.7
2008,2,9,0,7.36,109.6
2008,2,9,1,6.8,112.8
2008,2,9,2,6.32,115.1
2008,2,9,3,6.16,115.7
2008,2,9,4,6.01,115.2
2008,2,9,5,5.91,114.2
2008,2,9,6,5.85,113.1
2008,2,9,7,6.72,112.5
2008,2,9,8,6.65,112.0
2008,2,9,9,6.42,110.5
2008,2,9,10,6.11,109.6
2008,2,9,11,5.88,109.7
2008,2,9,12,5.79,110.3
2008,2,9,13,5.8,111.0
2008,2,9,14,5.86,111.6
2008,2,9,15,6.06,111.2
2008,2,9,16,6.35,109.4
2008,2,9,17,6.99,105.9
2008,2,9,18,8.32,99.6
2008,2,9,19,9.24,94.8
2008,2,9,20,8.8,93.8
2008,2,9,21,9.01,95.9
2008,2,9,22,8.03,98.7
2008,2,9,23,7.12,101.8
2008,2,10,0,6.57,104.3
2008,2,10,1,6.05,106.4
2008,2,10,2,5.64,107.5
2008,2,10,3,5.47,108.2
2008,2,10,4,5.23,108.9
2008,2,10,5,5.0,109.5
2008,2,10,6,4.9,109.4
2008,2,10,7,5.46,108.9
2008,2,10,8,5.21,108.8
2008,2,10,9,4.73,108.9
2008,2,10,10,4.14,112.0
2008,2,10,11,3.61,117.9
2008,2,10,12,3.24,122.9
2008,2,10,13,2.97,122.6
2008,2,10,14,2.83,115.8
2008,2,10,15,2.98,105.2
2008,2,10,16,3.73,95.1
2008,2,10,17,5.36,88.0
2008,2,10,18,7.64,85.0
2008,2,10,19,9.37,85.9
2008,2,10,20,9.49,89.2
2008,2,10,21,8.98,92.6
2008,2,10,22,7.8,96.6
2008,2,10,23,6.8,100.1
2008,2,11,0,6.21,102.5
2008,2,11,1,5.87,104.5
2008,2,11,2,5.76,107.1
2008,2,11,3,5.68,109.4
2008,2,11,4,5.6,110.9
2008,2,11,5,5.55,111.1
2008,2,11,6,5.61,109.9
2008,2,11,7,6.02,107.8
2008,2,11,8,5.95,105.6
2008,2,11,9,5.8,102.6
2008,2,11,10,5.57,100.4
2008,2,11,11,5.47,98.7
2008,2,11,12,5.58,97.4
2008,2,11,13,5.82,95.1
2008,2,11,14,6.26,91.4
2008,2,11,15,6.93,87.4
2008,2,11,16,7.81,84.0
2008,2,11,17,8.75,81.9
2008,2,11,18,9.29,81.1
2008,2,11,19,9.49,81.8
2008,2,11,20,9.37,83.1
2008,2,11,21,8.82,84.9
2008,2,11,22,7.98,87.1
2008,2,11,23,7.46,89.5
2008,2,12,0,6.94,92.4
2008,2,12,1,6.49,95.9
2008,2,12,2,5.93,99.1
2008,2,12,3,5.51,101.2
2008,2,12,4,5.19,102.6
2008,2,12,5,5.05,103.4
2008,2,12,6,5.15,104.7
2008,2,12,7,6.93,101.9
2008,2,12,8,7.08,102.6
2008,2,12,9,6.68,105.4
2008,2,12,10,6.55,106.4
2008,2,12,11,6.61,105.8
2008,2,12,12,6.74,105.3
2008,2,12,13,6.97,104.3
2008,2,12,14,7.27,102.3
2008,2,12,15,7.55,100.6
2008,2,12,16,7.9,98.9
2008,2,12,17,8.36,96.7
2008,2,12,18,8.62,94.0
2008,2,12,19,8.52,91.8
2008,2,12,20,8.45,91.7
2008,2,12,21,8.15,92.6
2008,2,12,22,7.81,94.3
2008,2,12,23,7.52,96.0
2008,2,13,0,7.4,98.2
2008,2,13,1,6.87,100.7
2008,2,13,2,6.28,102.7
2008,2,13,3,6.11,105.0
2008,2,13,4,6.27,107.5
2008,2,13,5,6.31,108.8
2008,2,13,6,6.06,108.9
2008,2,13,7,7.23,105.8
2008,2,13,8,7.41,105.3
2008,2,13,9,7.25,105.9
2008,2,13,10,7.02,106.8
2008,2,13,11,6.84,107.5
2008,2,13,12,6.86,107.8
2008,2,13,13,6.99,108.0
2008,2,13,14,7.17,108.8
2008,2,13,15,7.4,109.7
2008,2,13,16,7.71,110.3
2008,2,13,17,8.17,109.6
2008,2,13,18,8.72,106.6
2008,2,13,19,8.89,102.9
2008,2,13,20,8.86,101.3
2008,2,13,21,8.61,101.9
2008,2,13,22,7.81,103.4
2008,2,13,23,7.01,104.5
2008,2,14,0,6.37,105.2
2008,2,14,1,6.04,107.4
2008,2,14,2,5.67,111.5
2008,2,14,3,5.4,116.5
2008,2,14,4,5.57,120.2
2008,2,14,5,5.6,124.0
2008,2,14,6,5.61,125.5
2008,2,14,7,6.94,121.6
2008,2,14,8,7.45,118.9
2008,2,14,9,7.07,117.7
2008,2,14,10,6.58,116.9
2008,2,14,11,6.17,116.1
2008,2,14,12,5.91,114.9
2008,2,14,13,5.74,115.1
2008,2,14,14,5.73,115.3
2008,2,14,15,5.88,115.0
2008,2,14,16,6.18,113.0
2008,2,14,17,6.86,109.0
2008,2,14,18,7.84,104.6
2008,2,14,19,8.37,101.9
2008,2,14,20,8.47,101.2
2008,2,14,21,8.75,102.8
2008,2,14,22,7.84,105.6
2008,2,14,23,6.92,108.2
2008,2,15,0,6.18,110.4
2008,2,15,1,5.97,112.6
2008,2,15,2,5.74,114.1
2008,2,15,3,5.51,115.7
2008,2,15,4,5.45,116.5
2008,2,15,5,5.47,116.6
2008,2,15,6,5.56,116.0
2008,2,15,7,6.61,113.0
2008,2,15,8,6.69,110.6
2008,2,15,9,6.3,107.9
2008,2,15,10,5.84,105.2
2008,2,15,11,5.39,102.1
2008,2,15,12,4.99,99.8
2008,2,15,13,4.81,98.4
2008,2,15,14,4.79,96.8
2008,2,15,15,4.9,93.6
2008,2,15,16,5.23,89.7
2008,2,15,17,5.81,86.8
2008,2,15,18,6.66,86.3
2008,2,15,19,7.57,86.7
2008,2,15,20,7.39,87.1
2008,2,15,21,7.11,87.5
2008,2,15,22,6.47,89.2
2008,2,15,23,6.01,91.7
2008,2,16,0,5.94,93.7
2008,2,16,1,5.57,94.5
2008,2,16,2,5.25,95.5
2008,2,16,3,5.23,96.4
2008,2,16,4,5.4,97.7
2008,2,16,5,5.48,98.1
2008,2,16,6,5.25,97.2
2008,2,16,7,6.56,92.9
2008,2,16,8,6.99,89.8
2008,2,16,9,6.67,87.6
2008,2,16,10,6.47,84.9
2008,2,16,11,6.4,81.6
2008,2,16,12,6.3,79.3
2008,2,16,13,6.29,77.7
2008,2,16,14,6.44,77.1
2008,2,16,15,6.79,77.0
2008,2,16,16,7.27,77.0
2008,2,16,17,7.86,77.4
2008,2,16,18,8.18,78.0
2008,2,16,19,8.11,79.3
2008,2,16,20,7.6,81.4
2008,2,16,21,7.16,83.2
2008,2,16,22,6.58,85.0
2008,2,16,23,6.37,86.7
2008,2,17,0,6.36,88.1
2008,2,17,1,6.02,91.0
2008,2,17,2,5.72,94.9
2008,2,17,3,5.3,98.9
2008,2,17,4,5.28,102.6
2008,2,17,5,5.39,105.7
2008,2,17,6,5.53,109.0
2008,2,17,7,7.04,106.2
2008,2,17,8,8.27,103.9
2008,2,17,9,8.43,101.2
2008,2,17,10,8.45,98.0
2008,2,17,11,8.46,94.9
2008,2,17,12,8.48,92.4
2008,2,17,13,8.57,91.2
2008,2,17,14,8.74,91.0
2008,2,17,15,8.86,91.9
2008,2,17,16,8.9,93.2
2008,2,17,17,8.89,93.7
2008,2,17,18,8.47,93.0
2008,2,17,19,7.61,93.5
2008,2,17,20,7.06,97.1
2008,2,17,21,6.63,101.7
2008,2,17,22,6.3,106.9
2008,2,17,23,6.15,112.6
2008,2,18,0,6.04,116.4
2008,2,18,1,5.86,119.3
2008,2,18,2,5.83,121.4
2008,2,18,3,5.96,122.4
2008,2,18,4,6.09,122.4
2008,2,18,5,6.13,122.3
2008,2,18,6,6.16,121.9
2008,2,18,7,8.14,117.0
2008,2,18,8,8.95,113.6
2008,2,18,9,8.75,111.4
2008,2,18,10,8.55,109.3
2008,2,18,11,8.38,107.6
2008,2,18,12,8.35,106.1
2008,2,18,13,8.42,105.2
2008,2,18,14,8.59,104.2
2008,2,18,15,8.87,103.1
2008,2,18,16,8.99,102.5
2008,2,18,17,8.93,103.1
2008,2,18,18,8.56,104.0
2008,2,18,19,8.06,104.5
2008,2,18,20,7.31,106.6
2008,2,18,21,7.04,109.9
2008,2,18,22,6.87,113.1
2008,2,18,23,6.56,116.6
2008,2,19,0,6.58,119.8
2008,2,19,1,6.31,122.3
2008,2,19,2,5.92,123.2
2008,2,19,3,5.83,122.8
2008,2,19,4,5.51,123.4
2008,2,19,5,5.29,124.4
2008,2,19,6,5.43,124.0
2008,2,19,7,7.47,119.4
2008,2,19,8,8.05,117.5
2008,2,19,9,8.04,116.4
2008,2,19,10,8.03,115.9
2008,2,19,11,8.05,115.9
2008,2,19,12,8.14,115.6
2008,2,19,13,8.33,114.5
2008,2,19,14,8.59,113.3
2008,2,19,15,8.91,112.4
2008,2,19,16,9.15,111.8
2008,2,19,17,9.34,111.3
2008,2,19,18,9.27,110.3
2008,2,19,19,8.65,107.6
2008,2,19,20,8.25,105.8
2008,2,19,21,7.57,105.2
2008,2,19,22,6.76,106.2
2008,2,19,23,6.29,109.0
2008,2,20,0,5.91,113.5
2008,2,20,1,5.71,118.2
2008,2,20,2,5.43,121.8
2008,2,20,3,5.63,123.6
2008,2,20,4,5.96,124.5
2008,2,20,5,5.96,125.2
2008,2,20,6,6.0,125.4
2008,2,20,7,7.54,121.2
2008,2,20,8,7.85,118.1
2008,2,20,9,7.78,114.9
2008,2,20,10,7.68,111.3
2008,2,20,11,7.57,108.7
2008,2,20,12,7.45,107.4
2008,2,20,13,7.44,106.9
2008,2,20,14,7.54,106.2
2008,2,20,15,7.72,105.5
2008,2,20,16,7.89,104.8
2008,2,20,17,8.09,103.9
2008,2,20,18,8.33,101.2
2008,2,20,19,8.19,98.1
2008,2,20,20,7.7,97.5
2008,2,20,21,7.37,99.0
2008,2,20,22,6.97,101.2
2008,2,20,23,6.59,103.6
2008,2,21,0,6.15,106.3
2008,2,21,1,5.66,109.5
2008,2,21,2,5.42,111.2
2008,2,21,3,5.53,110.5
2008,2,21,4,5.41,110.0
2008,2,21,5,5.29,110.6
2008,2,21,6,5.22,111.6
2008,2,21,7,6.04,107.7
2008,2,21,8,6.02,105.4
2008,2,21,9,5.69,103.2
2008,2,21,10,5.2,101.5
2008,2,21,11,4.77,101.0
2008,2,21,12,4.66,100.9
2008,2,21,13,4.87,100.0
2008,2,21,14,5.28,99.5
2008,2,21,15,5.83,98.7
2008,2,21,16,6.55,96.8
2008,2,21,17,7.65,94.1
2008,2,21,18,9.17,90.4
2008,2,21,19,10.14,88.2
2008,2,21,20,10.39,89.4
2008,2,21,21,9.24,91.6
2008,2,21,22,7.95,93.7
2008,2,21,23,6.98,96.5
2008,2,22,0,6.39,100.2
2008,2,22,1,5.84,103.9
2008,2,22,2,5.44,106.1
2008,2,22,3,5.23,106.6
2008,2,22,4,5.22,106.0
2008,2,22,5,5.16,105.5
2008,2,22,6,5.08,105.0
2008,2,22,7,6.09,101.8
2008,2,22,8,6.09,100.8
2008,2,22,9,5.78,101.3
2008,2,22,10,5.36,105.0
2008,2,22,11,5.02,110.3
2008,2,22,12,4.9,113.3
2008,2,22,13,5.0,113.8
2008,2,22,14,5.24,113.1
2008,2,22,15,5.65,111.4
2008,2,22,16,6.26,108.4
2008,2,22,17,7.36,104.0
2008,2,22,18,8.82,99.0
2008,2,22,19,9.52,96.1
2008,2,22,20,9.48,95.4
2008,2,22,21,9.28,96.4
2008,2,22,22,8.19,99.0
2008,2,22,23,7.66,101.6
2008,2,23,0,7.52,103.9
2008,2,23,1,7.26,104.9
2008,2,23,2,6.74,105.7
2008,2,23,3,6.41,106.5
2008,2,23,4,6.16,107.1
2008,2,23,5,5.76,108.4
2008,2,23,6,5.3,109.9
2008,2,23,7,5.87,107.1
2008,2,23,8,6.03,105.2
2008,2,23,9,5.69,103.9
2008,2,23,10,5.14,103.7
2008,2,23,11,4.61,104.2
2008,2,23,12,4.47,102.7
2008,2,23,13,4.71,99.9
2008,2,23,14,5.22,97.3
2008,2,23,15,5.95,94.5
2008,2,23,16,6.91,91.5
2008,2,23,17,8.52,87.5
2008,2,23,18,10.13,84.4
2008,2,23,19,10.63,84.0
2008,2,23,20,10.05,84.6
2008,2,23,21,8.8,84.8
2008,2,23,22,7.83,85.3
2008,2,23,23,7.39,85.1
2008,2,24,0,6.91,83.6
2008,2,24,1,6.36,81.0
2008,2,24,2,6.1,78.3
2008,2,24,3,5.67,77.6
2008,2,24,4,5.21,79.5
2008,2,24,5,4.85,83.5
2008,2,24,6,4.67,87.5
2008,2,24,7,5.26,84.1
2008,2,24,8,5.49,79.7
2008,2,24,9,5.27,75.7
2008,2,24,10,4.76,73.3
2008,2,24,11,4.11,73.5
2008,2,24,12,3.62,74.5
2008,2,24,13,3.54,74.4
2008,2,24,14,3.78,71.5
2008,2,24,15,4.26,66.3
2008,2,24,16,5.11,60.8
2008,2,24,17,6.43,57.1
2008,2,24,18,7.86,56.3
2008,2,24,19,8.58,58.4
2008,2,24,20,8.8,62.1
2008,2,24,21,8.31,65.0
2008,2,24,22,7.31,67.8
2008,2,24,23,6.39,70.1
2008,2,25,0,5.64,71.6
2008,2,25,1,5.24,73.0
2008,2,25,2,5.0,73.5
2008,2,25,3,4.86,74.6
2008,2,25,4,4.71,75.7
2008,2,25,5,4.65,75.5
2008,2,25,6,4.64,74.5
2008,2,25,7,4.9,72.3
2008,2,25,8,4.66,69.8
2008,2,25,9,4.25,66.9
2008,2,25,10,4.09,65.9
2008,2,25,11,4.26,66.2
2008,2,25,12,4.55,66.1
2008,2,25,13,4.87,65.2
2008,2,25,14,5.28,64.2
2008,2,25,15,5.85,63.3
2008,2,25,16,6.63,62.5
2008,2,25,17,7.8,61.8
2008,2,25,18,8.9,61.3
2008,2,25,19,8.9,62.2
2008,2,25,20,8.37,64.8
2008,2,25,21,8.11,67.0
2008,2,25,22,7.39,67.0
2008,2,25,23,6.47,66.7
2008,2,26,0,5.57,66.2
2008,2,26,1,5.04,64.9
2008,2,26,2,4.71,63.0
2008,2,26,3,4.57,60.9
2008,2,26,4,4.65,58.5
2008,2,26,5,4.82,56.1
2008,2,26,6,4.9,53.7
2008,2,26,7,5.12,50.6
2008,2,26,8,5.12,48.6
2008,2,26,9,5.02,48.5
2008,2,26,10,4.85,49.3
2008,2,26,11,4.58,50.4
2008,2,26,12,4.32,50.6
2008,2,26,13,4.29,50.9
2008,2,26,14,4.4,51.4
2008,2,26,15,4.62,52.8
2008,2,26,16,4.89,54.1
2008,2,26,17,5.36,54.0
2008,2,26,18,5.91,53.5
2008,2,26,19,6.2,52.5
2008,2,26,20,5.99,51.5
2008,2,26,21,5.43,52.2
2008,2,26,22,5.15,51.1
2008,2,26,23,4.98,50.0
2008,2,27,0,4.87,49.8
2008,2,27,1,4.7,48.1
2008,2,27,2,4.59,42.7
2008,2,27,3,4.51,34.3
2008,2,27,4,4.49,25.8
2008,2,27,5,4.41,16.3
2008,2,27,6,4.27,6.0
2008,2,27,7,5.02,358.6
2008,2,27,8,5.21,353.7
2008,2,27,9,4.83,349.9
2008,2,27,10,4.5,348.3
2008,2,27,11,4.22,347.0
2008,2,27,12,3.8,343.7
2008,2,27,13,3.22,337.6
2008,2,27,14,2.69,329.1
2008,2,27,15,2.39,318.0
2008,2,27,16,2.22,308.8
2008,2,27,17,2.05,299.2
2008,2,27,18,1.96,283.9
2008,2,27,19,1.39,278.7
2008,2,27,20,0.5,323.1
2008,2,27,21,1.3,40.3
2008,2,27,22,2.54,44.5
2008,2,27,23,3.3,41.1
2008,2,28,0,3.52,38.7
2008,2,28,1,3.41,35.3
2008,2,28,2,3.52,27.8
2008,2,28,3,3.81,19.5
2008,2,28,4,4.12,13.3
2008,2,28,5,4.31,9.6
2008,2,28,6,4.44,9.1
2008,2,28,7,4.82,9.1
2008,2,28,8,4.87,10.4
2008,2,28,9,4.96,15.3
2008,2,28,10,5.08,20.1
2008,2,28,11,5.21,24.2
2008,2,28,12,5.3,27.6
2008,2,28,13,5.41,31.2
2008,2,28,14,5.53,35.1
2008,2,28,15,5.79,40.2
2008,2,28,16,6.14,45.9
2008,2,28,17,6.51,50.5
2008,2,28,18,6.66,54.3
2008,2,28,19,6.54,55.5
2008,2,28,20,6.18,53.8
2008,2,28,21,5.73,52.4
2008,2,28,22,5.48,50.9
2008,2,28,23,5.39,47.3
2008,2,29,0,5.32,41.1
2008,2,29,1,5.0,33.3
2008,2,29,2,5.09,27.7
2008,2,29,3,5.16,25.1
2008,2,29,4,4.72,24.7
2008,2,29,5,4.27,27.8
2008,2,29,6,4.16,32.1
2008,2,29,7,4.52,35.7
2008,2,29,8,4.74,38.9
2008,2,29,9,4.7,42.9
2008,2,29,10,4.64,47.1
2008,2,29,11,4.67,51.2
2008,2,29,12,4.69,55.9
2008,2,29,13,4.62,61.3
2008,2,29,14,4.48,67.2
2008,2,29,15,4.32,73.7
2008,2,29,16,4.23,79.0
2008,2,29,17,4.19,83.8
2008,2,29,18,4.5,86.3
2008,2,29,19,5.1,84.9
2008,2,29,20,5.49,83.0
2008,2,29,21,5.62,82.4
2008,2,29,22,5.36,82.9
2008,2,29,23,4.92,84.2
2008,3,1,0,4.54,85.5
2008,3,1,1,4.23,88.2
