YEAR,MO,DY,HR,WS50M,WD50M
2006,6,6,14,6.96,115.2
2006,6,6,15,6.99,115.5
2006,6,6,16,6.98,116.0
2006,6,6,17,6.74,116.0
2006,6,6,18,6.82,116.5
2006,6,6,19,6.63,119.2
2006,6,6,20,6.08,124.6
2006,6,6,21,5.76,131.1
2006,6,6,22,5.72,137.0
2006,6,6,23,5.89,140.1
2006,6,7,0,5.91,140.8
2006,6,7,1,5.99,140.8
2006,6,7,2,5.95,140.6
2006,6,7,3,5.97,140.1
2006,6,7,4,6.09,138.7
2006,6,7,5,6.2,136.7
2006,6,7,6,6.24,134.7
2006,6,7,7,5.86,133.4
2006,6,7,8,7.84,126.5
2006,6,7,9,8.26,123.3
2006,6,7,10,7.95,122.2
2006,6,7,11,7.37,121.4
2006,6,7,12,6.95,120.8
2006,6,7,13,7.15,119.6
2006,6,7,14,7.69,116.5
2006,6,7,15,8.21,113.9
2006,6,7,16,8.51,112.7
2006,6,7,17,8.07,111.9
2006,6,7,18,7.92,112.3
2006,6,7,19,7.77,114.7
2006,6,7,20,7.61,118.4
2006,6,7,21,7.44,120.9
2006,6,7,22,7.4,124.5
2006,6,7,23,7.2,129.0
2006,6,8,0,6.91,134.8
2006,6,8,1,6.47,142.3
2006,6,8,2,6.45,144.8
2006,6,8,3,6.32,145.1
2006,6,8,4,6.13,145.4
2006,6,8,5,6.06,146.2
2006,6,8,6,6.33,144.8
2006,6,8,7,6.13,143.6
2006,6,8,8,7.73,138.6
2006,6,8,9,7.99,136.7
2006,6,8,10,7.78,136.5
2006,6,8,11,7.52,136.2
2006,6,8,12,7.37,135.9
2006,6,8,13,7.47,134.2
2006,6,8,14,7.73,132.3
2006,6,8,15,8.08,130.3
2006,6,8,16,8.4,128.3
2006,6,8,17,8.24,126.1
2006,6,8,18,7.78,123.9
2006,6,8,19,7.24,125.3
2006,6,8,20,6.83,130.8
2006,6,8,21,6.9,138.8
2006,6,8,22,7.18,146.6
2006,6,8,23,7.31,151.6
2006,6,9,0,7.06,154.9
2006,6,9,1,6.84,156.5
2006,6,9,2,6.37,156.6
2006,6,9,3,6.17,155.7
2006,6,9,4,6.19,154.1
2006,6,9,5,6.45,152.2
2006,6,9,6,6.69,150.8
2006,6,9,7,6.52,149.7
2006,6,9,8,8.25,143.5
2006,6,9,9,8.54,139.9
2006,6,9,10,8.47,138.2
2006,6,9,11,8.34,137.2
2006,6,9,12,8.22,136.4
2006,6,9,13,8.09,134.4
2006,6,9,14,8.03,130.9
2006,6,9,15,7.95,126.4
2006,6,9,16,7.96,121.5
2006,6,9,17,7.55,116.8
2006,6,9,18,7.04,115.8
2006,6,9,19,6.6,119.9
2006,6,9,20,6.41,125.5
2006,6,9,21,6.25,131.2
2006,6,9,22,6.24,135.4
2006,6,9,23,5.84,139.4
2006,6,10,0,5.79,140.5
2006,6,10,1,5.82,143.2
2006,6,10,2,6.42,143.5
2006,6,10,3,6.38,144.2
2006,6,10,4,6.58,144.4
2006,6,10,5,6.64,144.6
2006,6,10,6,6.64,145.7
2006,6,10,7,6.5,146.6
2006,6,10,8,8.12,143.6
2006,6,10,9,8.7,141.6
2006,6,10,10,8.61,141.1
2006,6,10,11,8.44,140.8
2006,6,10,12,8.3,140.7
2006,6,10,13,8.21,139.5
2006,6,10,14,8.19,137.6
2006,6,10,15,8.2,136.0
2006,6,10,16,8.23,134.8
2006,6,10,17,7.81,134.2
2006,6,10,18,7.11,134.5
2006,6,10,19,6.66,137.9
2006,6,10,20,6.23,145.9
2006,6,10,21,5.98,158.3
2006,6,10,22,5.7,170.7
2006,6,10,23,5.6,182.5
2006,6,11,0,5.99,189.5
2006,6,11,1,6.01,193.3
2006,6,11,2,5.8,195.4
2006,6,11,3,5.48,194.9
2006,6,11,4,6.33,185.2
2006,6,11,5,7.23,173.9
2006,6,11,6,7.49,164.2
2006,6,11,7,7.15,160.2
2006,6,11,8,6.94,156.4
2006,6,11,9,7.08,148.3
2006,6,11,10,7.03,139.1
2006,6,11,11,6.94,129.3
2006,6,11,12,6.94,120.1
2006,6,11,13,6.87,106.9
2006,6,11,14,6.84,94.4
2006,6,11,15,6.68,84.9
2006,6,11,16,6.3,76.5
2006,6,11,17,6.07,73.2
2006,6,11,18,6.38,71.7
2006,6,11,19,6.42,67.0
2006,6,11,20,6.06,60.4
2006,6,11,21,6.25,54.6
2006,6,11,22,6.27,50.5
2006,6,11,23,6.57,47.4
2006,6,12,0,6.26,44.2
2006,6,12,1,5.53,42.9
2006,6,12,2,4.76,40.7
2006,6,12,3,4.14,38.2
2006,6,12,4,3.46,37.4
2006,6,12,5,2.8,41.4
2006,6,12,6,2.3,53.8
2006,6,12,7,2.14,67.5
2006,6,12,8,2.83,75.0
2006,6,12,9,3.73,75.9
2006,6,12,10,4.25,75.7
2006,6,12,11,4.33,76.3
2006,6,12,12,4.44,79.0
2006,6,12,13,4.71,81.8
2006,6,12,14,5.09,84.6
2006,6,12,15,5.51,87.5
2006,6,12,16,5.78,89.8
2006,6,12,17,5.77,91.6
2006,6,12,18,6.05,92.7
2006,6,12,19,6.03,94.0
2006,6,12,20,5.74,96.5
2006,6,12,21,5.37,99.4
2006,6,12,22,5.15,101.8
2006,6,12,23,5.08,103.9
2006,6,13,0,5.01,107.4
2006,6,13,1,4.92,112.9
2006,6,13,2,5.01,118.3
2006,6,13,3,5.13,121.9
2006,6,13,4,5.19,122.0
2006,6,13,5,5.37,120.0
2006,6,13,6,5.86,118.5
2006,6,13,7,5.89,121.7
2006,6,13,8,7.14,126.9
2006,6,13,9,8.83,130.9
2006,6,13,10,9.35,133.5
2006,6,13,11,9.3,136.4
2006,6,13,12,9.29,139.5
2006,6,13,13,9.58,141.1
2006,6,13,14,9.92,141.6
2006,6,13,15,10.13,142.5
2006,6,13,16,10.19,143.8
2006,6,13,17,9.6,145.1
2006,6,13,18,8.88,147.0
2006,6,13,19,8.28,151.9
2006,6,13,20,7.98,157.0
2006,6,13,21,7.79,159.2
2006,6,13,22,7.43,158.4
2006,6,13,23,7.03,156.4
2006,6,14,0,7.0,152.9
2006,6,14,1,7.25,149.6
2006,6,14,2,7.15,149.0
2006,6,14,3,6.73,150.5
2006,6,14,4,7.19,150.3
2006,6,14,5,7.48,149.5
2006,6,14,6,7.55,148.2
2006,6,14,7,7.33,146.9
2006,6,14,8,10.15,141.0
2006,6,14,9,11.37,137.0
2006,6,14,10,11.47,135.0
2006,6,14,11,11.27,134.3
2006,6,14,12,11.02,134.2
2006,6,14,13,10.86,133.7
2006,6,14,14,10.68,133.0
2006,6,14,15,10.54,131.9
2006,6,14,16,10.37,130.0
2006,6,14,17,9.43,127.0
2006,6,14,18,8.44,123.6
2006,6,14,19,7.44,122.5
2006,6,14,20,7.1,125.7
2006,6,14,21,6.96,130.0
2006,6,14,22,6.82,135.4
2006,6,14,23,6.8,139.7
2006,6,15,0,6.8,143.0
2006,6,15,1,6.73,146.3
2006,6,15,2,6.7,149.5
2006,6,15,3,6.7,151.5
2006,6,15,4,6.73,152.2
2006,6,15,5,6.75,151.6
2006,6,15,6,6.77,150.1
2006,6,15,7,7.05,144.9
2006,6,15,8,8.59,137.3
2006,6,15,9,9.99,131.9
2006,6,15,10,9.85,128.3
2006,6,15,11,9.48,126.1
2006,6,15,12,9.25,124.7
2006,6,15,13,8.96,123.8
2006,6,15,14,8.57,123.2
2006,6,15,15,8.34,122.7
2006,6,15,16,8.21,122.8
2006,6,15,17,7.41,123.2
2006,6,15,18,6.82,125.0
2006,6,15,19,6.76,130.1
2006,6,15,20,6.77,136.0
2006,6,15,21,6.85,141.1
2006,6,15,22,6.68,144.0
2006,6,15,23,7.0,141.3
2006,6,16,0,6.73,137.0
2006,6,16,1,6.55,131.4
2006,6,16,2,6.2,125.2
2006,6,16,3,6.05,118.0
2006,6,16,4,6.38,110.4
2006,6,16,5,6.64,107.8
2006,6,16,6,6.59,109.6
2006,6,16,7,6.2,112.3
2006,6,16,8,7.79,111.7
2006,6,16,9,8.84,112.6
2006,6,16,10,8.9,112.9
2006,6,16,11,8.71,113.4
2006,6,16,12,8.43,114.8
2006,6,16,13,8.09,117.3
2006,6,16,14,7.82,120.3
2006,6,16,15,7.76,123.1
2006,6,16,16,7.79,125.0
2006,6,16,17,7.48,124.9
2006,6,16,18,7.27,123.6
2006,6,16,19,6.99,123.6
2006,6,16,20,6.57,124.8
2006,6,16,21,6.13,126.6
2006,6,16,22,5.91,130.6
2006,6,16,23,5.69,137.1
2006,6,17,0,5.64,142.8
2006,6,17,1,5.7,146.2
2006,6,17,2,5.81,148.7
2006,6,17,3,5.98,150.6
2006,6,17,4,6.25,151.5
2006,6,17,5,6.5,151.2
2006,6,17,6,6.58,151.0
2006,6,17,7,5.95,150.9
2006,6,17,8,7.22,144.3
2006,6,17,9,7.93,141.1
2006,6,17,10,8.34,137.5
2006,6,17,11,8.48,131.7
2006,6,17,12,8.58,124.5
2006,6,17,13,8.64,120.0
2006,6,17,14,8.68,118.5
2006,6,17,15,8.69,118.5
2006,6,17,16,8.62,118.0
2006,6,17,17,7.78,114.9
2006,6,17,18,7.24,113.1
2006,6,17,19,6.97,115.9
2006,6,17,20,6.6,120.6
2006,6,17,21,6.35,124.6
2006,6,17,22,6.2,127.7
2006,6,17,23,6.13,130.0
2006,6,18,0,6.41,132.3
2006,6,18,1,6.7,135.4
2006,6,18,2,6.82,138.3
2006,6,18,3,6.88,140.0
2006,6,18,4,6.84,141.3
2006,6,18,5,6.83,142.6
2006,6,18,6,6.82,143.7
2006,6,18,7,6.34,144.3
2006,6,18,8,8.1,140.0
2006,6,18,9,9.49,136.9
2006,6,18,10,9.68,135.5
2006,6,18,11,9.6,134.7
2006,6,18,12,9.56,134.4
2006,6,18,13,9.55,134.7
2006,6,18,14,9.6,135.4
2006,6,18,15,9.71,136.0
2006,6,18,16,9.8,136.3
2006,6,18,17,8.98,135.9
2006,6,18,18,8.18,136.2
2006,6,18,19,7.33,138.0
2006,6,18,20,6.97,140.0
2006,6,18,21,6.8,141.5
2006,6,18,22,6.69,142.3
2006,6,18,23,6.76,142.1
2006,6,19,0,7.17,141.5
2006,6,19,1,7.57,139.9
2006,6,19,2,8.27,138.6
2006,6,19,3,8.53,137.9
2006,6,19,4,8.24,138.0
2006,6,19,5,7.92,138.0
2006,6,19,6,7.53,138.1
2006,6,19,7,6.98,138.2
2006,6,19,8,8.72,134.4
2006,6,19,9,10.44,132.0
2006,6,19,10,10.84,131.5
2006,6,19,11,10.86,131.9
2006,6,19,12,10.86,132.8
2006,6,19,13,10.96,133.6
2006,6,19,14,11.01,133.7
2006,6,19,15,11.09,133.2
2006,6,19,16,11.07,133.0
2006,6,19,17,10.26,132.9
2006,6,19,18,9.27,133.3
2006,6,19,19,8.31,133.7
2006,6,19,20,7.99,134.3
2006,6,19,21,7.87,135.3
2006,6,19,22,7.75,136.4
2006,6,19,23,7.65,137.5
2006,6,20,0,7.64,138.7
2006,6,20,1,7.49,139.3
2006,6,20,2,7.43,139.5
2006,6,20,3,7.42,139.2
2006,6,20,4,7.4,139.4
2006,6,20,5,7.38,140.3
2006,6,20,6,7.36,141.1
2006,6,20,7,7.22,140.2
2006,6,20,8,9.69,136.0
2006,6,20,9,11.37,133.1
2006,6,20,10,11.58,132.8
2006,6,20,11,11.44,133.8
2006,6,20,12,11.26,134.7
2006,6,20,13,11.27,135.1
2006,6,20,14,11.25,134.4
2006,6,20,15,11.2,133.3
2006,6,20,16,10.96,133.3
2006,6,20,17,9.84,134.3
2006,6,20,18,8.73,136.6
2006,6,20,19,7.86,141.4
2006,6,20,20,7.43,147.0
2006,6,20,21,7.08,150.8
2006,6,20,22,6.76,153.5
2006,6,20,23,6.81,152.8
2006,6,21,0,6.75,149.7
2006,6,21,1,6.98,145.1
2006,6,21,2,7.19,140.3
2006,6,21,3,7.32,136.8
2006,6,21,4,7.47,131.6
2006,6,21,5,8.33,126.7
2006,6,21,6,8.67,123.8
2006,6,21,7,7.98,123.4
2006,6,21,8,9.08,122.4
2006,6,21,9,10.85,120.9
2006,6,21,10,12.01,118.7
2006,6,21,11,12.34,117.3
2006,6,21,12,12.16,117.5
2006,6,21,13,11.84,117.9
2006,6,21,14,11.31,119.0
2006,6,21,15,10.81,120.9
2006,6,21,16,10.07,123.7
2006,6,21,17,8.68,127.1
2006,6,21,18,8.23,130.7
2006,6,21,19,8.65,133.3
2006,6,21,20,8.75,134.8
2006,6,21,21,8.69,134.7
2006,6,21,22,8.41,134.1
2006,6,21,23,8.24,133.6
2006,6,22,0,8.03,133.7
2006,6,22,1,7.75,135.5
2006,6,22,2,7.36,138.1
2006,6,22,3,7.4,138.4
2006,6,22,4,7.47,138.8
2006,6,22,5,7.49,139.7
2006,6,22,6,7.52,140.6
2006,6,22,7,7.95,139.3
2006,6,22,8,9.31,135.5
2006,6,22,9,11.49,132.5
2006,6,22,10,11.99,131.6
2006,6,22,11,11.95,132.0
2006,6,22,12,11.67,132.7
2006,6,22,13,11.5,132.9
2006,6,22,14,11.41,132.8
2006,6,22,15,11.4,131.9
2006,6,22,16,10.9,130.2
2006,6,22,17,9.49,128.9
2006,6,22,18,8.18,129.5
2006,6,22,19,7.12,131.8
2006,6,22,20,6.61,132.7
2006,6,22,21,6.68,129.7
2006,6,22,22,7.32,127.1
2006,6,22,23,7.97,128.8
2006,6,23,0,8.27,134.0
2006,6,23,1,8.31,139.5
2006,6,23,2,8.47,145.6
2006,6,23,3,8.3,150.6
2006,6,23,4,7.88,154.1
2006,6,23,5,7.3,157.6
2006,6,23,6,6.85,162.1
2006,6,23,7,6.23,164.1
2006,6,23,8,6.37,159.1
2006,6,23,9,6.7,148.7
2006,6,23,10,7.01,137.6
2006,6,23,11,7.67,126.7
2006,6,23,12,8.58,119.4
2006,6,23,13,9.21,117.6
2006,6,23,14,9.43,119.7
2006,6,23,15,9.36,121.9
2006,6,23,16,8.87,122.7
2006,6,23,17,7.52,121.5
2006,6,23,18,6.75,120.3
2006,6,23,19,6.74,120.2
2006,6,23,20,6.54,121.1
2006,6,23,21,6.34,122.4
2006,6,23,22,6.14,123.3
2006,6,23,23,6.03,123.5
2006,6,24,0,6.01,122.6
2006,6,24,1,6.63,120.9
2006,6,24,2,7.05,119.4
2006,6,24,3,7.25,117.5
2006,6,24,4,7.44,115.0
2006,6,24,5,7.67,112.1
2006,6,24,6,7.66,109.5
2006,6,24,7,7.16,108.0
2006,6,24,8,8.18,106.7
2006,6,24,9,10.05,105.5
2006,6,24,10,10.21,105.8
2006,6,24,11,9.9,106.3
2006,6,24,12,9.71,106.7
2006,6,24,13,9.57,107.3
2006,6,24,14,9.59,109.1
2006,6,24,15,9.78,111.0
2006,6,24,16,9.8,113.2
2006,6,24,17,8.98,115.3
2006,6,24,18,8.36,118.3
2006,6,24,19,7.78,122.0
2006,6,24,20,7.04,127.4
2006,6,24,21,6.89,132.6
2006,6,24,22,6.86,136.7
2006,6,24,23,6.95,139.8
2006,6,25,0,6.81,141.8
2006,6,25,1,6.89,141.7
2006,6,25,2,7.02,141.0
2006,6,25,3,7.17,139.8
2006,6,25,4,7.27,138.7
2006,6,25,5,7.14,139.0
2006,6,25,6,7.45,138.4
2006,6,25,7,7.26,136.3
2006,6,25,8,9.25,131.4
2006,6,25,9,10.27,127.8
2006,6,25,10,10.32,125.8
2006,6,25,11,10.13,125.5
2006,6,25,12,9.9,125.9
2006,6,25,13,9.78,126.1
2006,6,25,14,9.69,126.0
2006,6,25,15,9.67,125.5
2006,6,25,16,9.5,124.6
2006,6,25,17,8.63,123.9
2006,6,25,18,7.83,125.0
2006,6,25,19,7.38,126.5
2006,6,25,20,6.96,128.9
2006,6,25,21,6.7,132.1
2006,6,25,22,6.54,133.5
2006,6,25,23,6.53,132.3
2006,6,26,0,6.69,130.9
2006,6,26,1,6.59,130.9
2006,6,26,2,6.51,131.3
2006,6,26,3,6.27,133.7
2006,6,26,4,6.53,135.5
2006,6,26,5,6.56,137.4
2006,6,26,6,6.98,135.9
2006,6,26,7,6.68,134.3
2006,6,26,8,7.44,128.5
2006,6,26,9,8.43,122.9
2006,6,26,10,8.6,119.9
2006,6,26,11,8.34,119.5
2006,6,26,12,7.98,119.7
2006,6,26,13,7.76,117.6
2006,6,26,14,7.76,113.8
2006,6,26,15,7.87,109.4
2006,6,26,16,8.0,105.3
2006,6,26,17,7.49,103.1
2006,6,26,18,6.77,102.8
2006,6,26,19,6.32,105.2
2006,6,26,20,5.9,109.2
2006,6,26,21,5.69,112.4
2006,6,26,22,5.57,115.1
2006,6,26,23,5.5,116.5
2006,6,27,0,5.58,116.1
2006,6,27,1,5.88,114.6
2006,6,27,2,5.98,113.9
2006,6,27,3,5.91,113.4
2006,6,27,4,5.9,113.8
2006,6,27,5,6.01,114.6
2006,6,27,6,6.15,115.7
2006,6,27,7,5.55,117.0
2006,6,27,8,6.37,110.1
2006,6,27,9,6.31,107.7
2006,6,27,10,5.85,107.8
2006,6,27,11,5.36,109.0
2006,6,27,12,4.97,110.6
2006,6,27,13,4.88,111.1
2006,6,27,14,5.0,110.1
2006,6,27,15,5.23,107.6
2006,6,27,16,5.69,103.7
2006,6,27,17,5.91,100.1
2006,6,27,18,6.26,98.2
2006,6,27,19,6.51,99.2
2006,6,27,20,6.26,101.9
2006,6,27,21,5.87,105.2
2006,6,27,22,5.7,110.4
2006,6,27,23,5.44,117.5
2006,6,28,0,5.43,124.3
2006,6,28,1,5.46,128.6
2006,6,28,2,5.59,129.7
2006,6,28,3,5.79,128.6
2006,6,28,4,6.01,127.6
2006,6,28,5,6.08,127.0
2006,6,28,6,6.06,126.1
2006,6,28,7,5.51,124.3
2006,6,28,8,7.33,116.3
2006,6,28,9,7.99,114.2
2006,6,28,10,8.17,114.2
2006,6,28,11,8.13,113.3
2006,6,28,12,8.02,111.0
2006,6,28,13,8.07,108.6
2006,6,28,14,8.23,106.8
2006,6,28,15,8.41,106.3
2006,6,28,16,8.53,106.8
2006,6,28,17,7.83,107.8
2006,6,28,18,7.22,109.7
2006,6,28,19,6.92,114.3
2006,6,28,20,6.77,119.4
2006,6,28,21,6.76,123.4
2006,6,28,22,6.84,125.6
2006,6,28,23,6.89,126.1
2006,6,29,0,7.26,126.2
2006,6,29,1,7.32,127.2
2006,6,29,2,7.43,128.7
2006,6,29,3,7.79,129.6
2006,6,29,4,7.87,131.2
2006,6,29,5,7.93,133.7
2006,6,29,6,7.93,135.3
2006,6,29,7,7.81,135.3
2006,6,29,8,9.7,132.3
2006,6,29,9,10.66,131.0
2006,6,29,10,10.82,130.4
2006,6,29,11,10.68,129.9
2006,6,29,12,10.47,130.1
2006,6,29,13,10.22,130.9
2006,6,29,14,10.0,131.4
2006,6,29,15,9.84,131.2
2006,6,29,16,9.6,130.0
2006,6,29,17,8.64,127.7
2006,6,29,18,7.83,126.6
2006,6,29,19,7.5,129.4
2006,6,29,20,6.88,134.0
2006,6,29,21,6.46,138.7
2006,6,29,22,6.32,143.2
2006,6,29,23,6.42,145.5
2006,6,30,0,6.55,145.6
2006,6,30,1,6.88,144.5
2006,6,30,2,7.33,142.3
2006,6,30,3,7.26,140.6
2006,6,30,4,7.48,138.7
2006,6,30,5,7.41,139.4
2006,6,30,6,7.44,139.9
2006,6,30,7,7.06,140.3
2006,6,30,8,8.82,134.8
2006,6,30,9,9.58,131.8
2006,6,30,10,9.58,130.5
2006,6,30,11,9.5,129.4
2006,6,30,12,9.32,128.2
2006,6,30,13,9.16,126.9
2006,6,30,14,8.99,126.4
2006,6,30,15,8.87,126.4
2006,6,30,16,8.95,125.8
2006,6,30,17,8.51,124.4
2006,6,30,18,8.02,125.1
2006,6,30,19,7.61,128.5
2006,6,30,20,7.27,132.7
2006,6,30,21,6.77,136.6
2006,6,30,22,6.62,140.2
2006,6,30,23,6.55,141.9
2006,7,1,0,6.46,140.6
2006,7,1,1,6.63,138.8
2006,7,1,2,6.84,136.6
2006,7,1,3,6.99,134.0
2006,7,1,4,6.85,133.4
2006,7,1,5,6.81,134.0
2006,7,1,6,6.68,136.6
2006,7,1,7,5.92,140.4
2006,7,1,8,7.92,137.7
2006,7,1,9,9.46,137.6
2006,7,1,10,9.95,138.2
2006,7,1,11,10.03,138.8
2006,7,1,12,10.11,138.9
2006,7,1,13,10.18,139.4
2006,7,1,14,10.21,139.8
2006,7,1,15,10.24,140.1
2006,7,1,16,10.18,140.6
2006,7,1,17,9.28,141.6
2006,7,1,18,8.13,144.0
2006,7,1,19,7.56,148.0
2006,7,1,20,7.16,151.6
2006,7,1,21,7.02,153.8
2006,7,1,22,6.88,154.6
2006,7,1,23,6.55,155.4
2006,7,2,0,6.33,155.7
2006,7,2,1,6.39,155.3
2006,7,2,2,6.6,153.2
2006,7,2,3,6.83,150.1
2006,7,2,4,7.05,146.9
2006,7,2,5,7.59,143.4
2006,7,2,6,7.37,142.4
2006,7,2,7,7.01,141.5
2006,7,2,8,9.48,135.7
2006,7,2,9,10.56,133.7
2006,7,2,10,10.46,133.3
2006,7,2,11,10.04,133.9
2006,7,2,12,9.77,134.7
2006,7,2,13,9.7,134.3
2006,7,2,14,9.69,133.3
2006,7,2,15,9.76,132.2
2006,7,2,16,9.65,131.7
2006,7,2,17,8.85,130.9
2006,7,2,18,8.28,131.2
2006,7,2,19,7.53,134.2
2006,7,2,20,7.41,136.0
2006,7,2,21,7.68,136.5
2006,7,2,22,7.04,137.6
2006,7,2,23,6.71,140.0
2006,7,3,0,7.51,139.9
2006,7,3,1,7.78,139.8
2006,7,3,2,7.4,142.5
2006,7,3,3,7.26,143.9
2006,7,3,4,6.83,142.6
2006,7,3,5,6.93,139.0
2006,7,3,6,6.99,136.2
2006,7,3,7,6.97,133.3
2006,7,3,8,9.11,130.5
2006,7,3,9,9.38,129.9
2006,7,3,10,9.05,130.6
2006,7,3,11,8.69,132.3
2006,7,3,12,8.49,133.8
2006,7,3,13,8.45,134.0
2006,7,3,14,8.38,134.6
2006,7,3,15,8.39,135.6
2006,7,3,16,8.41,135.5
2006,7,3,17,8.05,134.1
2006,7,3,18,7.48,133.6
2006,7,3,19,7.15,135.5
2006,7,3,20,6.8,139.2
2006,7,3,21,6.61,143.7
2006,7,3,22,6.46,147.8
2006,7,3,23,6.28,150.9
2006,7,4,0,6.23,152.7
2006,7,4,1,6.08,153.6
2006,7,4,2,5.95,153.9
2006,7,4,3,5.96,152.8
2006,7,4,4,6.02,151.6
2006,7,4,5,6.06,149.6
2006,7,4,6,6.05,146.6
2006,7,4,7,5.64,141.1
2006,7,4,8,7.94,130.7
2006,7,4,9,8.61,126.8
2006,7,4,10,8.6,125.7
2006,7,4,11,8.39,127.0
2006,7,4,12,8.24,129.5
2006,7,4,13,8.22,132.9
2006,7,4,14,8.42,134.9
2006,7,4,15,8.7,134.7
2006,7,4,16,8.79,133.2
2006,7,4,17,8.2,130.9
2006,7,4,18,7.46,129.7
2006,7,4,19,6.97,131.3
2006,7,4,20,6.68,134.9
2006,7,4,21,6.51,139.5
2006,7,4,22,6.29,144.1
2006,7,4,23,6.04,147.4
2006,7,5,0,5.78,147.9
2006,7,5,1,5.59,147.6
2006,7,5,2,5.43,148.2
2006,7,5,3,5.33,149.7
2006,7,5,4,5.3,150.0
2006,7,5,5,5.16,150.1
2006,7,5,6,4.99,151.3
2006,7,5,7,4.48,149.4
2006,7,5,8,5.21,136.5
2006,7,5,9,5.86,129.3
2006,7,5,10,5.95,127.4
2006,7,5,11,6.02,126.6
2006,7,5,12,6.1,127.2
2006,7,5,13,6.29,127.3
2006,7,5,14,6.55,127.0
2006,7,5,15,6.87,127.2
2006,7,5,16,7.13,127.3
2006,7,5,17,6.97,126.4
2006,7,5,18,7.27,126.2
2006,7,5,19,7.53,127.4
2006,7,5,20,7.27,129.1
2006,7,5,21,6.88,130.9
2006,7,5,22,6.39,132.7
2006,7,5,23,6.38,132.5
2006,7,6,0,6.26,132.3
2006,7,6,1,5.96,133.0
2006,7,6,2,6.09,131.3
2006,7,6,3,6.54,127.9
2006,7,6,4,6.72,123.9
2006,7,6,5,6.69,121.6
2006,7,6,6,7.08,120.5
2006,7,6,7,6.73,120.5
2006,7,6,8,7.82,120.0
2006,7,6,9,8.28,120.8
2006,7,6,10,8.15,122.4
2006,7,6,11,8.02,124.1
2006,7,6,12,8.05,125.5
2006,7,6,13,8.06,126.7
2006,7,6,14,8.11,126.9
2006,7,6,15,8.32,125.8
2006,7,6,16,8.68,123.7
2006,7,6,17,8.67,120.9
2006,7,6,18,7.91,119.0
2006,7,6,19,7.42,119.1
2006,7,6,20,7.06,121.4
2006,7,6,21,6.78,125.1
2006,7,6,22,6.54,128.3
2006,7,6,23,6.41,131.0
2006,7,7,0,6.39,133.3
2006,7,7,1,6.36,135.4
2006,7,7,2,6.4,137.4
2006,7,7,3,6.44,138.1
2006,7,7,4,6.58,137.6
2006,7,7,5,6.78,136.1
2006,7,7,6,6.77,135.4
2006,7,7,7,6.43,134.1
2006,7,7,8,8.38,127.8
2006,7,7,9,9.0,125.9
2006,7,7,10,9.02,126.1
2006,7,7,11,8.99,126.4
2006,7,7,12,8.95,126.5
2006,7,7,13,8.75,126.8
2006,7,7,14,8.59,125.9
2006,7,7,15,8.6,124.9
2006,7,7,16,8.64,125.0
2006,7,7,17,8.09,126.2
2006,7,7,18,7.49,130.1
2006,7,7,19,7.21,136.1
2006,7,7,20,6.64,143.0
2006,7,7,21,6.25,150.0
2006,7,7,22,6.34,156.1
2006,7,7,23,6.31,160.8
2006,7,8,0,6.2,164.7
2006,7,8,1,6.21,169.6
2006,7,8,2,6.71,172.0
2006,7,8,3,7.12,171.4
2006,7,8,4,7.16,169.1
2006,7,8,5,7.41,161.9
2006,7,8,6,7.52,153.0
2006,7,8,7,7.29,145.6
2006,7,8,8,7.56,137.6
2006,7,8,9,8.6,129.9
2006,7,8,10,9.16,126.2
2006,7,8,11,9.03,124.4
2006,7,8,12,8.78,123.1
2006,7,8,13,8.92,122.6
2006,7,8,14,9.31,124.0
2006,7,8,15,9.63,126.9
2006,7,8,16,9.64,129.3
2006,7,8,17,8.76,130.8
2006,7,8,18,7.79,132.1
2006,7,8,19,7.93,136.5
2006,7,8,20,7.8,141.7
2006,7,8,21,7.64,143.6
2006,7,8,22,6.99,145.9
2006,7,8,23,6.32,147.7
2006,7,9,0,5.94,149.3
2006,7,9,1,6.11,147.8
2006,7,9,2,6.38,145.1
2006,7,9,3,6.55,143.9
2006,7,9,4,6.66,142.8
2006,7,9,5,7.07,141.1
2006,7,9,6,7.18,141.1
2006,7,9,7,7.31,140.7
2006,7,9,8,9.86,136.8
2006,7,9,9,10.3,135.5
2006,7,9,10,9.98,135.5
2006,7,9,11,9.72,135.3
2006,7,9,12,9.64,135.2
2006,7,9,13,9.79,135.9
2006,7,9,14,10.0,137.2
2006,7,9,15,10.22,138.5
2006,7,9,16,10.27,139.3
2006,7,9,17,9.62,138.9
2006,7,9,18,8.34,137.7
2006,7,9,19,7.51,137.6
2006,7,9,20,6.97,138.5
2006,7,9,21,6.44,140.4
2006,7,9,22,6.18,141.7
2006,7,9,23,6.47,142.0
2006,7,10,0,6.7,139.6
2006,7,10,1,6.53,137.5
2006,7,10,2,6.43,135.8
2006,7,10,3,6.74,133.1
2006,7,10,4,7.32,130.1
2006,7,10,5,7.72,127.9
2006,7,10,6,7.38,127.5
2006,7,10,7,6.72,127.1
2006,7,10,8,8.93,124.8
2006,7,10,9,9.57,125.6
2006,7,10,10,9.15,126.1
2006,7,10,11,8.74,125.9
2006,7,10,12,8.59,124.9
2006,7,10,13,8.52,123.7
2006,7,10,14,8.41,122.6
2006,7,10,15,8.29,121.8
2006,7,10,16,8.16,122.2
2006,7,10,17,7.91,123.0
2006,7,10,18,7.61,124.6
2006,7,10,19,7.15,128.3
